CODE CPV;DE Label;EN Label;ES Label;FR Label;PT Label;Short Code
42913300-2;Ölfilter;Oil filters;Filtros de aceite;Filtres à huile;Filtros para óleo;42913300
42913400-3;Kraftstofffilter;Petrol filters;Filtros de carburante;Filtres à essence;Filtros para gasolina;42913400
42930000-4;Zentrifugen, Kalander oder Verkaufsautomaten;Centrifuges, calendering or vending machines;Centrifugadoras, calandrias o máquinas automáticas distribuidoras;Centrifugeuses, machines de calandrage ou distributeurs automatiques;Centrifugadores, calandras ou distribuidores automáticos;42930000
42931100-2;Laborzentrifugen und Zubehör;Laboratory centrifuges and accessories;Centrifugadoras de laboratorio y accesorios;Centrifugeuse de laboratoire et accessoires;Centrifugadoras de laboratório e acessórios;42931100
42943210-3;Tauchthermostate;Immersion thermostats;Termostatos de inmersión;Thermostats à immersion;Termostatos de imersão;42943210
42964000-1;Büroautomationsausrüstung;Office automation equipment;Equipo de ofimática;Matériel bureautique;Equipamento de burótica;42964000
43136000-5;Bohrlochausrüstung;Downhole equipment;Equipo situado en el fondo del pozo;Équipement de fonds de puits;Equipamento para fundo de poços;43136000
43251000-7;Frontschaufellader mit Baggerlöffel;Front-end shovel loaders with backhoe;Palas cargadoras de carga frontal, con pala retroexcavadora;Chargeuses à benne frontale à pelle rétrocaveuse;Pás carregadoras com retroescavadora;43251000
43611200-1;Industrielle Bohrmeißel;Industrial drill bits;Brocas para taladros industriales;Trépans industriels;Brocas industriais;43611200
43640000-1;Teile für Aushubmaschinen;Parts of excavating machinery;Partes de maquinaria para excavar;Pièces pour excavateurs;Peças para escavadoras;43640000
44113900-4;Material für die Instandhaltung von Straßen;Road-maintenance materials;Materiales para el mantenimiento de carreteras;Matériaux d'entretien routier;Materiais para manutenção de estradas;44113900
44161400-0;Unterwasserrohrleitungen;Underwater pipeline;Conducciones subacuáticas;Pipelines subaquatiques;Condutas subaquáticas;44161400
44163200-2;Rohrformteile;Pipe fittings;Accesorios para tubería;Raccords de tuyauterie;Acessórios para condutas;44163200
44167111-9;Flanschadapter;Flange adaptors;Adaptadores de brida;Adaptateurs de brides;Adaptadores de flange;44167111
44212390-9;Schleusen;Sluices;Esclusas;Écluses de vidange;Comportas de descarga;44212390
44221220-3;Brandschutztüren;Fire doors;Puertas cortafuego;Portes coupe-feu;Portas corta-fogos;44221220
44221230-6;Schiebetüren;Sliding doors;Puertas de corredera;Portes coulissantes;Portas corrediças;44221230
44316000-8;Eisenwaren;Ironmongery;Ferretería;Quincaillerie;Quinquilharias;44316000
44331000-9;Stangen (Bau);Bars;Barras;Barres (construction);Barras;44331000
44423450-0;Namensschilder;Nameplates;Placas indicadoras;Plaques indicatrices;Placas sinaléticas;44423450
44461000-9;Stützen;Props;Estemples;Étançons;Esteios;44461000
44511510-3;Sägeblätter für Handsägen;Handsaw blades;Hojas para sierras de mano;Lames de scies à main;Lâminas para serras manuais;44511510
44521100-9;Schlösser;Locks;Cerraduras;Serrures;Fechaduras;44521100
44614300-0;Container-Lagerungssystem;Container storage system;Sistema de almacenamiento en contenedores;Système de stockage de conteneurs;Sistema de armazenagem de contentores;44614300
44617300-1;Vorgefertigte Kästen;Prefabricated boxes;Cajas prefabricadas;Boîtiers préfabriqués;Caixas prefabricadas;44617300
44618340-0;Deckel;Lids;Tapaderas;Couvercles;Cápsulas;44618340
44812210-0;Ölfarben;Oil paints;Pinturas al óleo;Peintures à l'huile;Tintas de óleo;44812210
44930000-8;Schiefer;Slate;Pizarra;Ardoise;Ardósia;44930000
45000000-7;Bauarbeiten;Construction work;Trabajos de construcción;Travaux de construction;Construção;45000000
45112711-2;Landschaftsgärtnerische Bauleistungen für Parkanlagen;Landscaping work for parks;Trabajos de paisajismo en parques;Travaux d'aménagement paysager de parcs;Trabalhos de paisagismo em parques;45112711
45213240-7;Bau von landwirtschaftlichen Gebäuden;Agricultural buildings construction work;Trabajos de construcción de edificios agrícolas;Travaux de construction de bâtiments agricoles;Construção de edifícios agrícolas;45213240
45215140-0;Bau von Krankenhauseinrichtungen;Hospital facilities construction work;Trabajos de construcción de establecimientos hospitalarios;Travaux de construction d'équipements hospitaliers;Construção de instalações hospitalares;45215140
45216112-2;Bau von Gerichtsgebäuden;Court building construction work;Trabajos de construcción de tribunales;Travaux de construction de tribunaux;Construção de tribunal;45216112
45221000-2;Bauarbeiten für Brücken, Tunnel, Schächte und Unterführungen;Construction work for bridges and tunnels, shafts and subways;Trabajos de construcción de puentes y túneles, pozos y pasos subterráneos;Travaux de construction de ponts et de tunnels, de puits et de passages souterrains;Construção de pontes, túneis, poços e passagens subterrâneas;45221000
45223220-4;Rohbauarbeiten;Structural shell work;Trabajos de obra bruta;Travaux de gros œuvre;Construção de toscos;45223220
45231222-7;Gasspeicher;Gasholder works;Trabajos en gasómetros;Gazomètres;Obras relacionadas com gasómetros;45231222
45233120-6;Straßenbauarbeiten;Road construction works;Trabajos de construcción de carreteras;Travaux de construction de routes;Construção de estradas;45233120
45233150-5;Verkehrsberuhigungsarbeiten;Traffic-calming works;Trabajos destinados a la restricción del tráfico;Ouvrages de modération du trafic;Obras para redução do trânsito;45233150
45248300-0;Bauarbeiten für Schwimmdocks;Construction work for floating docks;Construcción de diques flotantes;Travaux de construction de docks flottants;Construção de docas flutuantes;45248300
45262310-7;Stahlbetonarbeiten;Reinforced-concrete work;Trabajos con hormigón armado;Travaux de mise en œuvre de béton armé;Obras em betão armado;45262310
45262521-9;Verblendmauerwerk;Facing brickwork;Obras de revestimiento con ladrillos;Maçonnerie de parement;Obras de tijolo de paramento;45262521
45262900-0;Balkonarbeiten;Balcony work;Trabajos de balcones y terrazas;Travaux de balcon;Obras de balcões e terraços;45262900
45323000-7;Schalldämmungsarbeiten;Sound insulation work;Trabajos de aislamiento acústico;Travaux d'isolation acoustique;Obras de isolamento acústico;45323000
45340000-2;Installation von Zäunen, Geländern und Sicherheitseinrichtungen;Fencing, railing and safety equipment installation work;Trabajos de instalación de barandillas, pasamanos y dispositivos de seguridad;Travaux d'installation de clôtures, de garde-corps et de dispositifs de sécurité;Instalação de vedações, barreiras de protecção e equipamento de segurança;45340000
45431200-9;Verlegen von Wandfliesen;Wall-tiling work;Trabajos de alicatado de paredes;Carrelage mural;Colocação de azulejos em paredes;45431200
45451000-3;Dekorationsarbeiten;Decoration work;Trabajos de decoración;Travaux de décoration;Obras de decoração;45451000
48300000-1;Softwarepaket für Dokumentenerstellung, Zeichnen, Bildverarbeitung, Terminplanung und Produktivität;Document creation, drawing, imaging, scheduling and productivity software package;Paquetes de software de creación de documentos, dibujo, tratamiento de imágenes, planificación y productividad;Logiciels de création de documents, de dessin, de synthèse d'images, de planification et de productivité;Pacote de software para criação de documentos, desenho, imagens, gestão de tarefas e produtividade;48300000
48314000-2;Spracherkennungssoftwarepaket;Voice recognition software package;Paquetes de software de reconocimiento vocal;Logiciels de reconnaissance vocale;Pacote de software para reconhecimento vocal;48314000
48422000-2;Softwarepaketreihen;Software package suites;"""Suites"" de paquetes de software";Suites logicielles;Séries de pacotes de software;48422000
48444100-3;Fakturierungssystem;Billing system;Sistema de facturación;Système de facturation;Sistema de facturação;48444100
48771000-3;Softwarepaket mit allgemeinen Dienstprogrammen;General utility software package;Paquetes de software de utilidades generales;Utilitaires généraux;Pacote de software para utilitário geral;48771000
48824000-0;Druckerserver;Printer servers;Servidores de impresora;Serveurs d'imprimantes;Servidores de impressora;48824000
48912000-4;Familienspiele;Family titles;Juegos para la familia;Jeux pour la famille;Jogos electrónicos para toda a família;48912000
50114000-7;Reparatur und Wartung von Lastwagen;Repair and maintenance services of trucks;Servicios de reparación y mantenimiento de camiones;Services de réparation et d'entretien de camions;Serviços de reparação e manutenção de camiões;50114000
50246200-3;Wartung von Bojen;Buoy maintenance services;Servicios de mantenimiento de boyas;Services d'entretien de bouées;Serviços de manutenção de bóias;50246200
50317000-0;Wartung und Reparatur von Fahrkartenentwertern;Maintenance and repair of ticket-validation machinery;Mantenimiento y reparación de máquinas de validación de billetes;Maintenance et réparation de composteurs de billets;Manutenção e reparação de máquinas de validação de bilhetes;50317000
50413200-5;Reparatur und Wartung von Feuerlöschanlagen;Repair and maintenance services of firefighting equipment;Servicios de reparación y mantenimiento de instalaciones contra incendios;Services de réparation et d'entretien d'installations d'extinction d'incendie;Serviços de reparação e manutenção de equipamento de combate a incêndios;50413200
50531000-6;Reparatur und Wartung von nichtelektrischen Maschinen;Repair and maintenance services for non-electrical machinery;Servicios de reparación y mantenimiento de maquinaria no eléctrica;Services de réparation et d'entretien de machines non électriques;Serviços de reparação e manutenção de máquinas não eléctricas;50531000
50711000-2;Reparatur und Wartung von elektrischen Einrichtungen in Gebäuden;Repair and maintenance services of electrical building installations;Servicios de reparación y mantenimiento de equipos eléctricos de edificios;Services de réparation et d'entretien d'installations électriques de bâtiment;Serviços de reparação e manutenção de equipamento eléctrico em edifícios;50711000
50730000-1;Reparatur und Wartung von Kühlgruppen;Repair and maintenance services of cooler groups;Servicios de reparación y mantenimiento de grupos refrigeradores;Services de réparation et d'entretien de groupes de réfrigération;Serviços de reparação e manutenção de grupos de refrigeração;50730000
51320000-1;Installation von Rundfunk- und Fernsehsendern;Installation services of radio and television transmitters;Servicios de instalación de transmisores de radio y televisión;Services d'installation d'émetteurs radio et de télévision;Serviços de instalação de emissores de rádio e televisão;51320000
51541000-6;Installation von Bergbau-, Steinbruch-, Bau- und Metallurgiemaschinen;Installation services of mining, quarrying, construction and metallurgy machinery;Servicios de instalación de maquinaria para extracción, construcción y metalurgia;Services d'installation de machines utilisées dans les mines, les carrières, la construction et la métallurgie;Serviços de instalação de máquinas para as indústrias de extracção de produtos energéticos, de extracção de pedra, da construção e metalúrgica;51541000
55120000-7;Sitzungs- und Konferenzdienstleistungen von Hotels;Hotel meeting and conference services;Servicios de reuniones y congresos en hoteles;Services de réunions et de conférences organisés dans des hôtels;Serviços de congressos e conferências em hotéis;55120000
55511000-5;Dienstleistungen von Kantinen und anderen nicht öffentlichen Cafeterias;Canteen and other restricted-clientele cafeteria services;Servicios de cantina y otros servicios de cafetería para clientela restringida;Services de cantine et autres services de cafétéria pour clientèle restreinte;Serviços de cantinas e outros serviços de cafetaria de clientela restrita;55511000
60651200-8;Vermietung von Binnenschiffen mit Besatzung;Hire of inland waterway vessels with crew;Alquiler de barcos de navegación interior con tripulación;Location de bateaux de navigation intérieure avec équipage;Aluguer de embarcações de navegação interior, com tripulação;60651200
63510000-7;Dienstleistungen von Reisebüros und ähnliche Dienste;Travel agency and similar services;Servicios de agencias de viajes y servicios similares;Services d'agences de voyages et services similaires;Serviços de agências de viagens e serviços similares;63510000
63721400-3;Betankung von Schiffen;Ship refuelling services;Servicios de repostaje de buques;Services de ravitaillement de navires;Serviços de reabastecimento de navios;63721400
63726900-3;Einsatz von Ankerziehschiffen;Anchor handling services;Servicios de manipulación de anclas;Services de bateau manipulateur d'ancre;Serviços de ancoragem;63726900
63733000-6;Betankung von Flugzeugen;Aircraft refuelling services;Servicios de repostaje de aeronaves;Services d'avitaillement;Serviços de reabastecimento de aeronaves;63733000
64212100-6;Kurznachrichtendienste (SMS);Short Message Service (SMS) services;Servicios del Servicio de Mensajes Cortos (SMS);Services de messages courts (SMS);Serviço de Mensagens Curtas (SMS);64212100
64212200-7;Erweiterte Kurznachrichtendienste (EMS);Enhanced Messaging Service (EMS) services;Servicios del Servicio de Mensajería Multimedia (EMS);Services de messagerie améliorés (EMS);Serviço de Mensagens Melhorado (EMS);64212200
64212900-4;Bereitstellung von Guthaben-Telefonkarten;Pre-paid phone card provider services;Servicios de proveedor de tarjetas telefónicas de prepago;Services de fourniture de cartes de téléphone prépayées;Serviços de fornecimento de cartões telefónicos pré-pagos;64212900
64214000-9;Spezielle Telefonnetzdienste für Geschäftsanwendungen;Dedicated-business telephone network services;Servicios de redes telefónicas comerciales especializadas;Services des réseaux téléphoniques commerciaux spécialisés;Serviços de rede telefónica comercial de circuitos alugados;64214000
